database,version,topology,provider,zone,workload,database_actual_version,started_at,finished_at,preset,compile,smoke,full_workloads,baseline_matrix,segment_matrix,component_metrics,managed_database_metrics,database_metric_distributions,component_logs,artifacts,replication,pipeline_traces,native_tps,native_otlp_metrics,fault_campaign,cleanup,run_id,iterations,input,evidence,checked_at,note,component_log_observations,retry_attempts,local_cluster,recheck_run_id,recheck_phase,recheck_stage,recheck_verification,run_phase,run_status_checked_at,run_stage,run_stage_checked_at,infrastructure_provisioning,infrastructure_recovery,recovery_evidence
postgres,17,single,yandex,ru-central1-a,tpcc/procs,,,,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,pending,pending,pending,passed,passed,passed,pending,passed,native-tpcc-77fa0211-tpcc,9576,suite-native-tpcc-retry.json,native-export-check.json,2026-09-14T21:23:35.136852+00:00,segment=tpcc-procs,not_checked,50,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.4,single,yandex,ru-central1-a,tpcb/tx,8.4.11,2026-09-15T10:02:08.585140Z,2026-09-15T10:14:41.205868Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-mysql84-fixed-fc2399ff-mysql84-single,2135.0,suite-mysql84-single-fixed.json,mysql-family-check.json,2026-09-15T10:14:48.580723+00:00,segment=tpcb-tx,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.4,single,yandex,ru-central1-a,tpcb/procs,8.4.11,2026-09-15T10:02:08.585140Z,2026-09-15T10:14:41.205868Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-mysql84-fixed-fc2399ff-mysql84-single,2704.0,suite-mysql84-single-fixed.json,mysql-family-check.json,2026-09-15T10:14:48.580723+00:00,segment=tpcb-procs,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.4,single,yandex,ru-central1-a,tpcc/tx,8.4.11,2026-09-15T10:02:08.585140Z,2026-09-15T10:14:41.205868Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-mysql84-fixed-fc2399ff-mysql84-single,1566.0,suite-mysql84-single-fixed.json,mysql-family-check.json,2026-09-15T10:14:48.580723+00:00,segment=tpcc-tx,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.4,single,yandex,ru-central1-a,tpcc/procs,8.4.11,2026-09-15T10:02:08.585140Z,2026-09-15T10:14:41.205868Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-mysql84-fixed-fc2399ff-mysql84-single,2713.0,suite-mysql84-single-fixed.json,mysql-family-check.json,2026-09-15T10:14:48.580723+00:00,segment=tpcc-procs,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.0,single,yandex,ru-central1-a,tpcb/tx,8.0.46,2026-09-15T08:43:43.758351Z,2026-09-15T08:55:34.297679Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-mysql-fixed-2a83f8e4-mysql80-single,1770.0,suite-mysql-fixed.json,mysql-family-check.json,2026-09-15T08:57:28.449022+00:00,segment=tpcb-tx,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.0,single,yandex,ru-central1-a,tpcb/procs,8.0.46,2026-09-15T08:43:43.758351Z,2026-09-15T08:55:34.297679Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-mysql-fixed-2a83f8e4-mysql80-single,1746.0,suite-mysql-fixed.json,mysql-family-check.json,2026-09-15T08:57:28.449022+00:00,segment=tpcb-procs,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.0,single,yandex,ru-central1-a,tpcc/tx,8.0.46,2026-09-15T08:43:43.758351Z,2026-09-15T08:55:34.297679Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-mysql-fixed-2a83f8e4-mysql80-single,1408.0,suite-mysql-fixed.json,mysql-family-check.json,2026-09-15T08:57:28.449022+00:00,segment=tpcc-tx,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.0,single,yandex,ru-central1-a,tpcc/procs,8.0.46,2026-09-15T08:43:43.758351Z,2026-09-15T08:55:34.297679Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-mysql-fixed-2a83f8e4-mysql80-single,2342.0,suite-mysql-fixed.json,mysql-family-check.json,2026-09-15T08:57:28.449022+00:00,segment=tpcc-procs,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.4,semi-sync,yandex,ru-central1-a,tpcb/tx,8.4.11,2026-09-15T09:45:00.424701Z,2026-09-15T09:59:45.903196Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-family-19fb11ff-mysql84-semi-sync,1577.0,suite-mysql-family-final.json,mysql-family-check.json,2026-09-15T10:02:41.788107+00:00,segment=tpcb-tx,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.4,semi-sync,yandex,ru-central1-a,tpcb/procs,8.4.11,2026-09-15T09:45:00.424701Z,2026-09-15T09:59:45.903196Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-family-19fb11ff-mysql84-semi-sync,1818.0,suite-mysql-family-final.json,mysql-family-check.json,2026-09-15T10:02:41.788107+00:00,segment=tpcb-procs,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.4,semi-sync,yandex,ru-central1-a,tpcc/tx,8.4.11,2026-09-15T09:45:00.424701Z,2026-09-15T09:59:45.903196Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-family-19fb11ff-mysql84-semi-sync,1363.0,suite-mysql-family-final.json,mysql-family-check.json,2026-09-15T10:02:41.788107+00:00,segment=tpcc-tx,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.4,semi-sync,yandex,ru-central1-a,tpcc/procs,8.4.11,2026-09-15T09:45:00.424701Z,2026-09-15T09:59:45.903196Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-family-19fb11ff-mysql84-semi-sync,1622.0,suite-mysql-family-final.json,mysql-family-check.json,2026-09-15T10:02:41.788107+00:00,segment=tpcc-procs,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.0,semi-sync,yandex,ru-central1-a,tpcb/tx,8.0.46,2026-09-15T09:45:00.428369Z,2026-09-15T10:00:00.361390Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-family-19fb11ff-mysql80-semi-sync,1332.0,suite-mysql-family-final.json,mysql-family-check.json,2026-09-15T10:03:06.628975+00:00,segment=tpcb-tx,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.0,semi-sync,yandex,ru-central1-a,tpcb/procs,8.0.46,2026-09-15T09:45:00.428369Z,2026-09-15T10:00:00.361390Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-family-19fb11ff-mysql80-semi-sync,1504.0,suite-mysql-family-final.json,mysql-family-check.json,2026-09-15T10:03:06.628975+00:00,segment=tpcb-procs,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.0,semi-sync,yandex,ru-central1-a,tpcc/tx,8.0.46,2026-09-15T09:45:00.428369Z,2026-09-15T10:00:00.361390Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-family-19fb11ff-mysql80-semi-sync,1279.0,suite-mysql-family-final.json,mysql-family-check.json,2026-09-15T10:03:06.628975+00:00,segment=tpcc-tx,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.0,semi-sync,yandex,ru-central1-a,tpcc/procs,8.0.46,2026-09-15T09:45:00.428369Z,2026-09-15T10:00:00.361390Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-family-19fb11ff-mysql80-semi-sync,1623.0,suite-mysql-family-final.json,mysql-family-check.json,2026-09-15T10:03:06.628975+00:00,segment=tpcc-procs,not_checked,,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.8,single,yandex,ru-central1-a,tpcb/tx,11.8.9-MariaDB-ubu2404-log,2026-09-15T12:06:07.023519297Z,2026-09-15T12:09:55.574755116Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-single-118,6093.0,suite-mariadb-monitor-fixed.json,mysql-family-check.json,2026-09-15T12:14:48.475326+00:00,segment=tpcb-tx; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,"{""mariadb_record_changed"": 338}",0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.8,single,yandex,ru-central1-a,tpcb/procs,11.8.9-MariaDB-ubu2404-log,2026-09-15T12:06:07.023519297Z,2026-09-15T12:09:55.574755116Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-single-118,10067.0,suite-mariadb-monitor-fixed.json,mysql-family-check.json,2026-09-15T12:14:48.475326+00:00,segment=tpcb-procs; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,"{""mariadb_record_changed"": 338}",0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.8,single,yandex,ru-central1-a,tpcc/tx,11.8.9-MariaDB-ubu2404-log,2026-09-15T12:06:07.023519297Z,2026-09-15T12:09:55.574755116Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-single-118,2563.0,suite-mariadb-monitor-fixed.json,mysql-family-check.json,2026-09-15T12:14:48.475326+00:00,segment=tpcc-tx; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,"{""mariadb_record_changed"": 338}",167.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.8,single,yandex,ru-central1-a,tpcc/procs,11.8.9-MariaDB-ubu2404-log,2026-09-15T12:06:07.023519297Z,2026-09-15T12:09:55.574755116Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-single-118,7855.0,suite-mariadb-monitor-fixed.json,mysql-family-check.json,2026-09-15T12:14:48.475326+00:00,segment=tpcc-procs; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,"{""mariadb_record_changed"": 338}",465.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.4,single,yandex,ru-central1-a,tpcb/tx,11.4.13-MariaDB-ubu2404-log,2026-09-15T12:17:55.843228002Z,2026-09-15T12:21:42.743075561Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-single-114,7327.0,suite-mariadb-monitor-fixed.json,mysql-family-check.json,2026-09-15T12:24:51.247137+00:00,segment=tpcb-tx; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.4,single,yandex,ru-central1-a,tpcb/procs,11.4.13-MariaDB-ubu2404-log,2026-09-15T12:17:55.843228002Z,2026-09-15T12:21:42.743075561Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-single-114,14489.0,suite-mariadb-monitor-fixed.json,mysql-family-check.json,2026-09-15T12:24:51.247137+00:00,segment=tpcb-procs; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.4,single,yandex,ru-central1-a,tpcc/tx,11.4.13-MariaDB-ubu2404-log,2026-09-15T12:17:55.843228002Z,2026-09-15T12:21:42.743075561Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-single-114,2860.0,suite-mariadb-monitor-fixed.json,mysql-family-check.json,2026-09-15T12:24:51.247137+00:00,segment=tpcc-tx; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.4,single,yandex,ru-central1-a,tpcc/procs,11.4.13-MariaDB-ubu2404-log,2026-09-15T12:17:55.843228002Z,2026-09-15T12:21:42.743075561Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-single-114,10538.0,suite-mariadb-monitor-fixed.json,mysql-family-check.json,2026-09-15T12:24:51.247137+00:00,segment=tpcc-procs; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,10.11,single,yandex,ru-central1-a,tpcb/tx,10.11.19-MariaDB-ubu2204-log,2026-09-15T12:21:18.600478025Z,2026-09-15T12:25:06.222631023Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-single-1011,6165.0,suite-mariadb-monitor-fixed.json,mysql-family-check.json,2026-09-15T12:53:56.872182+00:00,segment=tpcb-tx; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,10.11,single,yandex,ru-central1-a,tpcb/procs,10.11.19-MariaDB-ubu2204-log,2026-09-15T12:21:18.600478025Z,2026-09-15T12:25:06.222631023Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-single-1011,10608.0,suite-mariadb-monitor-fixed.json,mysql-family-check.json,2026-09-15T12:53:56.872182+00:00,segment=tpcb-procs; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,10.11,single,yandex,ru-central1-a,tpcc/tx,10.11.19-MariaDB-ubu2204-log,2026-09-15T12:21:18.600478025Z,2026-09-15T12:25:06.222631023Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-single-1011,2703.0,suite-mariadb-monitor-fixed.json,mysql-family-check.json,2026-09-15T12:53:56.872182+00:00,segment=tpcc-tx; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,10.11,single,yandex,ru-central1-a,tpcc/procs,10.11.19-MariaDB-ubu2204-log,2026-09-15T12:21:18.600478025Z,2026-09-15T12:25:06.222631023Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,not_applicable,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-single-1011,8287.0,suite-mariadb-monitor-fixed.json,mysql-family-check.json,2026-09-15T12:53:56.872182+00:00,segment=tpcc-procs; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.4,group-replication,yandex,ru-central1-a,tpcb/tx,8.4.11,2026-09-15T11:14:16.325626194Z,2026-09-15T11:18:22.702447547Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-clusters-fixed-babb0afe-mysql-gr-84,2072.0,suite-mysql-clusters.json,mysql-clusters-check.json,2026-09-15T11:25:41.157567+00:00,segment=tpcb-tx,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.4,group-replication,yandex,ru-central1-a,tpcb/procs,8.4.11,2026-09-15T11:14:16.325626194Z,2026-09-15T11:18:22.702447547Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-clusters-fixed-babb0afe-mysql-gr-84,2588.0,suite-mysql-clusters.json,mysql-clusters-check.json,2026-09-15T11:25:41.157567+00:00,segment=tpcb-procs,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.4,group-replication,yandex,ru-central1-a,tpcc/tx,8.4.11,2026-09-15T11:14:16.325626194Z,2026-09-15T11:18:22.702447547Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-clusters-fixed-babb0afe-mysql-gr-84,1240.0,suite-mysql-clusters.json,mysql-clusters-check.json,2026-09-15T11:25:41.157567+00:00,segment=tpcc-tx,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.4,group-replication,yandex,ru-central1-a,tpcc/procs,8.4.11,2026-09-15T11:14:16.325626194Z,2026-09-15T11:18:22.702447547Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-clusters-fixed-babb0afe-mysql-gr-84,2668.0,suite-mysql-clusters.json,mysql-clusters-check.json,2026-09-15T11:25:41.157567+00:00,segment=tpcc-procs,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.0,group-replication,yandex,ru-central1-a,tpcb/tx,8.0.46,2026-09-15T11:14:20.375692663Z,2026-09-15T11:18:30.334867558Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-clusters-fixed-babb0afe-mysql-gr-80,1524.0,suite-mysql-clusters.json,mysql-clusters-check.json,2026-09-15T11:26:42.501200+00:00,segment=tpcb-tx,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.0,group-replication,yandex,ru-central1-a,tpcb/procs,8.0.46,2026-09-15T11:14:20.375692663Z,2026-09-15T11:18:30.334867558Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-clusters-fixed-babb0afe-mysql-gr-80,1833.0,suite-mysql-clusters.json,mysql-clusters-check.json,2026-09-15T11:26:42.501200+00:00,segment=tpcb-procs,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.0,group-replication,yandex,ru-central1-a,tpcc/tx,8.0.46,2026-09-15T11:14:20.375692663Z,2026-09-15T11:18:30.334867558Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-clusters-fixed-babb0afe-mysql-gr-80,1106.0,suite-mysql-clusters.json,mysql-clusters-check.json,2026-09-15T11:26:42.501200+00:00,segment=tpcc-tx,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mysql,8.0,group-replication,yandex,ru-central1-a,tpcc/procs,8.0.46,2026-09-15T11:14:20.375692663Z,2026-09-15T11:18:30.334867558Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-mysql-clusters-fixed-babb0afe-mysql-gr-80,2037.0,suite-mysql-clusters.json,mysql-clusters-check.json,2026-09-15T11:26:42.501200+00:00,segment=tpcc-procs,{},0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.8,galera,yandex,ru-central1-a,tpcb/tx,11.8.9-MariaDB-ubu2404-log,2026-09-15T11:49:04.819455144Z,2026-09-15T11:52:58.025645598Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-galera-118,4401.0,suite-mariadb-monitor-fixed.json,mysql-clusters-check.json,2026-09-15T12:05:51.338359+00:00,segment=tpcb-tx; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,"{""mariadb_record_changed"": 49}",0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.8,galera,yandex,ru-central1-a,tpcb/procs,11.8.9-MariaDB-ubu2404-log,2026-09-15T11:49:04.819455144Z,2026-09-15T11:52:58.025645598Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-galera-118,7197.0,suite-mariadb-monitor-fixed.json,mysql-clusters-check.json,2026-09-15T12:05:51.338359+00:00,segment=tpcb-procs; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,"{""mariadb_record_changed"": 49}",0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.8,galera,yandex,ru-central1-a,tpcc/tx,11.8.9-MariaDB-ubu2404-log,2026-09-15T11:49:04.819455144Z,2026-09-15T11:52:58.025645598Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-galera-118,1338.0,suite-mariadb-monitor-fixed.json,mysql-clusters-check.json,2026-09-15T12:05:51.338359+00:00,segment=tpcc-tx; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,"{""mariadb_record_changed"": 49}",79.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.8,galera,yandex,ru-central1-a,tpcc/procs,11.8.9-MariaDB-ubu2404-log,2026-09-15T11:49:04.819455144Z,2026-09-15T11:52:58.025645598Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-galera-118,4255.0,suite-mariadb-monitor-fixed.json,mysql-clusters-check.json,2026-09-15T12:05:51.338359+00:00,segment=tpcc-procs; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,"{""mariadb_record_changed"": 49}",191.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.4,galera,yandex,ru-central1-a,tpcb/tx,11.4.13-MariaDB-ubu2404-log,2026-09-15T11:49:06.272739804Z,2026-09-15T11:53:02.737056876Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-galera-114,4088.0,suite-mariadb-monitor-fixed.json,mysql-clusters-check.json,2026-09-15T12:05:51.338936+00:00,segment=tpcb-tx; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,"{""galera_monitor_timeout"": 3}",0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.4,galera,yandex,ru-central1-a,tpcb/procs,11.4.13-MariaDB-ubu2404-log,2026-09-15T11:49:06.272739804Z,2026-09-15T11:53:02.737056876Z,native-otlp-20s-2vus,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-galera-114,7243.0,suite-mariadb-monitor-fixed.json,mysql-clusters-check.json,2026-09-15T12:05:51.338936+00:00,segment=tpcb-procs; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,"{""galera_monitor_timeout"": 3}",0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
mariadb,11.4,galera,yandex,ru-central1-a,tpcc/tx,11.4.13-MariaDB-ubu2404-log,2026-09-15T11:49:06.272739804Z,2026-09-15T11:53:02.737056876Z,native-otlp-20s-2vus-retry50,passed,passed,pending,pending,pending,passed,not_applicable,pending,passed,passed,passed,passed,passed,passed,pending,passed,matrix-maria-monitor-e4a0fdb4-mariadb-galera-114,1396.0,suite-mariadb-monitor-fixed.json,mysql-clusters-check.json,2026-09-15T12:05:51.338936+00:00,segment=tpcc-tx; all native workloads and exporter collectors passed; log observations retained separately; MariaDB SLAVE MONITOR included at bootstrap,"{""galera_monitor_timeout"": 3}",0.0,,,,,,Completed,2026-09-15T23:36:40.846351+00:00,,,not_recorded,,
